locality,property_type,area_sqft,age_years,metro_km,amenities,txn_year,price
"Indirapuram, Ghaziabad",Flat / Apartment,772.0,8,1.3,"power backup, club",2020,3450000.0
"Sector 15, Faridabad",Flat / Apartment,1790.0,15,1.2,"parking, park-facing",2022,6543000.0
"Saket, Delhi",Independent House,473.0,19,1.0,"security, power backup",2018,5819000.0
"Sector 62, Noida",Independent House,1200.0,29,1.7,"lift, parking, gym, club",2022,7451000.0
"Pitampura, Delhi",Flat / Apartment,1817.0,11,4.6,"parking, gym, security, club",2018,10924000.0
"Rohini, Delhi",Flat / Apartment,1573.0,3,1.0,,2020,6889000.0
Greater Noida West,Builder Floor,1139.0,10,1.2,"lift, gym",2019,4133000.0
Greater Noida West,Builder Floor,2186.0,24,5.9,"parking, park-facing, gym, security, club",2020,6880000.0
"Mayur Vihar, Delhi",Flat / Apartment,1102.0,13,1.2,security,2022,7702000.0
"Sector 62, Noida",Builder Floor,399.0,12,2.1,"park-facing, gym, security",2023,2832000.0
"Janakpuri, Delhi",Villa,1504.0,13,6.8,"gym, power backup",2019,14874000.0
"Indirapuram, Ghaziabad",Flat / Apartment,500.0,7,,"lift, parking, power backup",2020,2134000.0
"Janakpuri, Delhi",Builder Floor,926.0,24,8.2,"security, club",2024,8034000.0
"Sector 15, Faridabad",Builder Floor,1580.0,20,1.0,"parking, park-facing, gym, security, power backup",2024,7286000.0
"Rohini, Delhi",Flat / Apartment,1093.0,28,7.9,"parking, park-facing, security, power backup",2021,4951000.0
"Saket, Delhi",Independent House,1561.0,2,1.7,"parking, gym, security",2021,27661000.0
"Sector 15, Faridabad",Builder Floor,779.0,21,0.2,"lift, park-facing, gym, security",2021,3219000.0
"Vasant Kunj, Delhi",Flat / Apartment,1686.0,2,0.3,"lift, parking, park-facing, club",2024,31744000.0
"Lajpat Nagar, Delhi",Flat / Apartment,539.0,2,1.4,"lift, parking, park-facing, security, power backup",2020,6579000.0
"Indirapuram, Ghaziabad",Builder Floor,1893.0,25,2.5,"lift, security, power backup",2020,7155000.0
"Saket, Delhi",Flat / Apartment,1086.0,10,1.9,"parking, security, power backup",2021,13737000.0
"Pitampura, Delhi",Flat / Apartment,1989.0,9,5.1,"parking, park-facing, gym",2024,15142000.0
"Vasant Kunj, Delhi",Flat / Apartment,922.0,5,2.9,"park-facing, gym, security, power backup, club",2019,11342000.0
"Saket, Delhi",Builder Floor,2166.0,3,1.6,"gym, security, power backup, club",2018,23806000.0
"Sector 15, Faridabad",Villa,869.0,19,2.3,"lift, power backup, club",2020,4402000.0
"Saket, Delhi",Builder Floor,493.0,15,1.5,club,2021,5586000.0
"Dwarka, Delhi",Independent House,1319.0,17,3.0,,2018,6238000.0
"Sector 56, Gurugram",Flat / Apartment,1855.0,4,1.1,"parking, gym",2021,16870000.0
Greater Noida West,Flat / Apartment,1656.0,29,3.0,parking,2020,4536000.0
"Dwarka, Delhi",Villa,1823.0,0,1.8,"lift, park-facing, gym",2022,20010000.0
"Sector 62, Noida",Flat / Apartment,1665.0,13,1.4,"parking, security",2020,8921000.0
"Mayur Vihar, Delhi",Independent House,931.0,15,5.0,"parking, club",2018,6079000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1645.0,3,6.7,"power backup, club",2018,6416000.0
"Dwarka, Delhi",Flat / Apartment,1342.0,17,2.4,security,2022,57000000.0
"Sector 15, Faridabad",Builder Floor,981.0,17,1.6,"park-facing, security, power backup, club",2022,3601000.0
"Sector 56, Gurugram",Flat / Apartment,1381.0,15,1.6,"lift, gym, security, power backup",2019,9925000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1275.0,11,1.6,"parking, security, power backup, club",2023,6834000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1937.0,27,0.1,"park-facing, gym, power backup",2021,16763000.0
"Sector 15, Faridabad",Flat / Apartment,1068.0,5,3.3,"parking, park-facing, security, power backup",2019,3952000.0
"Sector 56, Gurugram",Flat / Apartment,1047.0,22,,"lift, gym, security",2021,7917000.0
"Dwarka, Delhi",Independent House,986.0,11,2.2,gym,2021,6378000.0
Greater Noida West,Flat / Apartment,2154.0,11,3.9,lift,2018,5471000.0
"Indirapuram, Ghaziabad",Independent House,1011.0,7,0.8,"parking, park-facing, security, club",2024,6942000.0
"Vasant Kunj, Delhi",Builder Floor,1884.0,20,0.2,"park-facing, security, power backup, club",2020,26570000.0
"Mayur Vihar, Delhi",Flat / Apartment,836.0,5,1.5,"lift, park-facing, power backup",2024,8203000.0
"Janakpuri, Delhi",Flat / Apartment,1528.0,11,3.5,"parking, security, club",2020,11123000.0
"Mayur Vihar, Delhi",Villa,1418.0,14,2.4,"lift, club",2019,13662000.0
"Sector 15, Faridabad",Builder Floor,1855.0,0,1.9,"lift, park-facing, club",2019,7676000.0
Greater Noida West,Villa,1790.0,24,6.9,"lift, parking, park-facing, security, power backup",2019,7131000.0
"Saket, Delhi",Flat / Apartment,1337.0,9,5.3,"gym, power backup",2022,14897000.0
"Sector 15, Faridabad",Builder Floor,1058.0,26,3.7,"lift, gym, club",2019,22064000.0
"Janakpuri, Delhi",Independent House,2031.0,19,1.8,"parking, club",2018,16240000.0
"Sector 62, Noida",Villa,1013.0,7,11.4,"lift, park-facing, club",2022,9653000.0
"Sector 62, Noida",Flat / Apartment,350.0,19,0.9,park-facing,2022,1941000.0
"Pitampura, Delhi",Villa,464.0,13,4.6,"parking, gym, security, club",2023,4896000.0
"Janakpuri, Delhi",Flat / Apartment,573.0,14,4.8,"lift, parking, power backup, club",2021,4608000.0
"Janakpuri, Delhi",Independent House,1568.0,25,1.4,"parking, power backup, club",2019,12597000.0
Greater Noida West,Flat / Apartment,2297.0,19,5.5,"lift, parking, gym",2024,8892000.0
"Janakpuri, Delhi",Builder Floor,382.0,29,0.8,"parking, security",2022,2935000.0
"Vasant Kunj, Delhi",Flat / Apartment,948.0,27,2.9,"lift, security, power backup, club",2024,11344000.0
"Lajpat Nagar, Delhi",Independent House,1340.0,25,4.4,"lift, parking, park-facing, security",2022,17005000.0
"Saket, Delhi",Flat / Apartment,1995.0,13,2.8,"lift, park-facing, power backup",2020,23730000.0
"Janakpuri, Delhi",Flat / Apartment,945.0,14,0.5,gym,2018,6188000.0
"Dwarka, Delhi",Builder Floor,1566.0,26,4.3,"gym, security, club",2022,8665000.0
"Dwarka, Delhi",Builder Floor,1187.0,26,5.3,"lift, parking, park-facing, power backup",2018,5036000.0
"Sector 62, Noida",Flat / Apartment,2473.0,11,2.5,gym,2023,14165000.0
"Dwarka, Delhi",Builder Floor,1365.0,21,0.4,"parking, park-facing, security, power backup",2018,8035000.0
"Mayur Vihar, Delhi",Flat / Apartment,1460.0,17,2.4,"parking, gym, security, power backup, club",2019,9024000.0
"Indirapuram, Ghaziabad",Builder Floor,1338.0,3,1.3,"parking, park-facing, gym, power backup, club",2021,7542000.0
"Sector 62, Noida",Builder Floor,1113.0,3,2.3,"parking, park-facing, gym, power backup",2024,9336000.0
"Janakpuri, Delhi",Builder Floor,1727.0,2,3.7,"parking, park-facing, power backup, club",2019,13500000.0
"Saket, Delhi",Independent House,778.0,7,0.7,,2020,11771000.0
"Sector 15, Faridabad",Flat / Apartment,399.0,28,6.1,"parking, security, club",2020,1167000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1232.0,9,1.7,,2018,4729000.0
"Mayur Vihar, Delhi",Builder Floor,1667.0,27,2.6,power backup,2024,12318000.0
"Dwarka, Delhi",Flat / Apartment,1039.0,13,1.5,"lift, parking",2021,6332000.0
"Rohini, Delhi",Flat / Apartment,1384.0,13,3.7,"power backup, club",2020,5759000.0
"Lajpat Nagar, Delhi",Independent House,751.0,7,6.1,"lift, park-facing, gym, security",2023,10345000.0
"Saket, Delhi",Flat / Apartment,1778.0,19,1.1,"parking, gym, security, power backup",2020,21391000.0
Greater Noida West,Flat / Apartment,1593.0,17,3.3,"lift, park-facing, gym, club",2024,6183000.0
"Saket, Delhi",Villa,1309.0,9,1.3,"parking, park-facing, power backup",2023,29191000.0
"Vasant Kunj, Delhi",Flat / Apartment,1376.0,23,3.6,"lift, park-facing, gym, security, power backup, club",2018,14460000.0
"Sector 15, Faridabad",Flat / Apartment,673.0,21,2.3,"lift, parking, park-facing, gym, security, power backup",2024,2976000.0
"Indirapuram, Ghaziabad",Flat / Apartment,693.0,21,4.2,"parking, security",2019,2596000.0
"Saket, Delhi",Flat / Apartment,1245.0,13,2.7,gym,2022,15515000.0
"Lajpat Nagar, Delhi",Builder Floor,1531.0,19,8.5,security,2018,12139000.0
"Pitampura, Delhi",Independent House,1554.0,10,1.5,"lift, parking, security, power backup, club",2023,14874000.0
"Sector 56, Gurugram",Builder Floor,1137.0,29,0.7,"park-facing, security, power backup, club",2024,10417000.0
"Sector 15, Faridabad",Flat / Apartment,1635.0,13,1.4,"park-facing, club",2019,5211000.0
Greater Noida West,Flat / Apartment,1939.0,8,1.4,"lift, park-facing",2019,5664000.0
"Sector 15, Faridabad",Flat / Apartment,1260.0,13,2.0,club,2019,3759000.0
"Rohini, Delhi",Builder Floor,1439.0,28,1.6,"lift, park-facing, security, power backup",2018,6097000.0
"Vasant Kunj, Delhi",Builder Floor,1206.0,28,2.6,"lift, security",2024,16972000.0
"Mayur Vihar, Delhi",Flat / Apartment,1243.0,10,0.4,"parking, gym, power backup",2021,9558000.0
"Rohini, Delhi",Independent House,1376.0,26,1.6,"lift, parking, park-facing, security",2024,10267000.0
"Lajpat Nagar, Delhi",Independent House,2066.0,9,1.6,"park-facing, security",2018,19659000.0
"Dwarka, Delhi",Flat / Apartment,1712.0,5,3.8,"lift, parking, security, power backup, club",2020,10764000.0
"Sector 15, Faridabad",Builder Floor,1671.0,6,1.0,"lift, parking, security, club",2023,8243000.0
"Rohini, Delhi",Builder Floor,1096.0,8,0.9,"gym, security, power backup",2023,7435000.0
"Dwarka, Delhi",Flat / Apartment,896.0,8,2.2,"lift, park-facing, gym, club",2022,6338000.0
"Saket, Delhi",Flat / Apartment,1475.0,8,4.0,"security, power backup",2019,15725000.0
"Dwarka, Delhi",Builder Floor,1860.0,11,0.1,"lift, park-facing, club",2019,11900000.0
"Mayur Vihar, Delhi",Villa,2076.0,0,3.7,lift,2018,20397000.0
"Lajpat Nagar, Delhi",Builder Floor,350.0,11,3.3,"lift, security, power backup",2024,4616000.0
Greater Noida West,Builder Floor,2401.0,15,2.1,"lift, gym",2022,10041000.0
"Vasant Kunj, Delhi",Builder Floor,1488.0,12,2.5,"parking, gym",2022,21598000.0
"Pitampura, Delhi",Flat / Apartment,1709.0,14,4.6,"parking, park-facing, power backup",2021,11312000.0
"Sector 56, Gurugram",Flat / Apartment,517.0,6,1.4,,2021,4537000.0
"Sector 56, Gurugram",Flat / Apartment,1193.0,3,0.6,"lift, gym, power backup",2018,9036000.0
"Indirapuram, Ghaziabad",Independent House,1670.0,27,3.3,"parking, park-facing, gym, club",2019,7224000.0
"Saket, Delhi",Independent House,771.0,29,3.1,"gym, power backup, club",2020,9346000.0
"Pitampura, Delhi",Villa,350.0,12,0.2,"parking, park-facing, gym, security, power backup",2020,3745000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1451.0,22,6.3,parking,2022,5423000.0
Greater Noida West,Flat / Apartment,1278.0,4,3.0,"lift, park-facing, gym",2020,4304000.0
"Sector 56, Gurugram",Builder Floor,1949.0,5,1.0,"power backup, club",2020,20826000.0
"Sector 56, Gurugram",Flat / Apartment,1228.0,15,,"lift, gym, security, power backup, club",2019,9233000.0
Greater Noida West,Flat / Apartment,1261.0,21,2.8,club,2018,3203000.0
"Sector 56, Gurugram",Independent House,1614.0,21,1.6,"lift, parking, power backup",2023,17137000.0
"Sector 15, Faridabad",Builder Floor,1765.0,10,2.5,"parking, gym, security, power backup",2024,8157000.0
"Dwarka, Delhi",Builder Floor,981.0,26,,"gym, power backup, club",2023,5940000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1725.0,18,2.3,club,2024,16760000.0
"Dwarka, Delhi",Flat / Apartment,1065.0,9,2.1,"lift, parking, park-facing, gym, security",2022,7554000.0
"Dwarka, Delhi",Flat / Apartment,1307.0,14,2.9,"lift, power backup, club",2024,9483000.0
"Pitampura, Delhi",Flat / Apartment,1602.0,8,2.5,"parking, club",2020,13135000.0
"Saket, Delhi",Flat / Apartment,1680.0,4,1.4,"park-facing, gym, club",2022,22183000.0
"Janakpuri, Delhi",Flat / Apartment,1443.0,0,0.9,"parking, gym",2020,12441000.0
"Janakpuri, Delhi",Villa,814.0,13,2.5,security,2024,11602000.0
"Sector 56, Gurugram",Flat / Apartment,458.0,0,3.7,"parking, park-facing, gym, security",2023,4420000.0
"Sector 15, Faridabad",Flat / Apartment,1215.0,28,2.4,"lift, parking, park-facing, security, club",2023,4545000.0
Greater Noida West,Flat / Apartment,1737.0,26,1.4,"lift, gym, power backup",2018,3777000.0
"Lajpat Nagar, Delhi",Builder Floor,1502.0,22,0.4,"lift, parking, security, power backup",2021,14533000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1409.0,22,6.4,"parking, gym, security, power backup",2022,12383000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1297.0,18,3.0,,2021,4917000.0
"Dwarka, Delhi",Flat / Apartment,1439.0,21,2.9,"lift, parking, security",2021,8187000.0
"Mayur Vihar, Delhi",Flat / Apartment,853.0,25,,"parking, gym, security, power backup",2022,6464000.0
"Janakpuri, Delhi",Builder Floor,1651.0,15,0.4,"parking, security",2019,12040000.0
"Saket, Delhi",Flat / Apartment,1681.0,24,1.3,"parking, security",2019,16416000.0
"Sector 56, Gurugram",Flat / Apartment,1140.0,7,5.8,lift,2024,10445000.0
"Lajpat Nagar, Delhi",Independent House,1497.0,26,0.7,"lift, parking, park-facing, gym, power backup, club",2018,14597000.0
"Saket, Delhi",Flat / Apartment,528.0,21,0.3,"lift, gym, security, power backup",2024,8308000.0
"Sector 56, Gurugram",Builder Floor,1381.0,3,6.4,"gym, security, power backup, club",2024,16357000.0
"Saket, Delhi",Flat / Apartment,1240.0,5,1.1,club,2021,17384000.0
"Sector 56, Gurugram",Builder Floor,1867.0,3,1.9,"park-facing, gym",2021,19516000.0
"Saket, Delhi",Flat / Apartment,1211.0,7,2.9,"lift, park-facing, club",2024,18215000.0
"Janakpuri, Delhi",Flat / Apartment,1691.0,23,7.8,"gym, security, power backup",2018,9627000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1124.0,24,5.7,"lift, parking, park-facing, security, power backup",2023,5943000.0
"Saket, Delhi",Villa,350.0,29,2.1,"lift, parking, gym",2024,7043000.0
"Sector 62, Noida",Flat / Apartment,1199.0,3,1.4,"gym, power backup, club",2020,6401000.0
"Sector 62, Noida",Independent House,1389.0,16,0.8,"lift, park-facing, gym, security",2023,11740000.0
Greater Noida West,Independent House,1368.0,24,3.0,"lift, park-facing, gym, security",2021,5090000.0
"Saket, Delhi",Flat / Apartment,1375.0,28,2.4,"lift, club",2022,16858000.0
"Sector 62, Noida",Flat / Apartment,1072.0,2,0.4,"lift, park-facing, power backup",2024,7935000.0
"Sector 15, Faridabad",Flat / Apartment,1154.0,19,1.9,"park-facing, club",2024,4653000.0
"Sector 62, Noida",Villa,793.0,2,,"power backup, club",2020,7125000.0
"Saket, Delhi",Builder Floor,402.0,2,3.2,"parking, gym, club",2023,6412000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1252.0,25,0.9,"parking, security, power backup, club",2020,4391000.0
"Dwarka, Delhi",Flat / Apartment,965.0,27,2.5,"lift, park-facing, security",2018,4754000.0
"Mayur Vihar, Delhi",Independent House,1786.0,5,0.8,"gym, club",2022,21065000.0
"Pitampura, Delhi",Flat / Apartment,350.0,25,2.9,"lift, park-facing, security, power backup, club",2023,2379000.0
"Pitampura, Delhi",Flat / Apartment,1431.0,27,1.8,"power backup, club",2021,8434000.0
"Pitampura, Delhi",Flat / Apartment,2255.0,16,8.2,"parking, gym, security, club",2018,13688000.0
"Rohini, Delhi",Flat / Apartment,1218.0,5,1.1,"lift, parking, park-facing",2018,5983000.0
"Pitampura, Delhi",Independent House,1299.0,22,1.5,"gym, power backup",2023,10023000.0
"Sector 15, Faridabad",Independent House,1492.0,16,0.4,,2018,5040000.0
"Janakpuri, Delhi",Flat / Apartment,1527.0,10,2.1,"security, power backup, club",2019,11851000.0
"Vasant Kunj, Delhi",Flat / Apartment,1116.0,25,1.7,"park-facing, gym",2019,10954000.0
"Sector 15, Faridabad",Independent House,846.0,18,2.3,"lift, club",2020,3397000.0
"Dwarka, Delhi",Flat / Apartment,1594.0,7,2.1,park-facing,2019,8179000.0
"Pitampura, Delhi",Flat / Apartment,441.0,12,8.3,"parking, park-facing, security, power backup",2023,3386000.0
"Pitampura, Delhi",Flat / Apartment,1675.0,9,3.1,,2021,12026000.0
"Pitampura, Delhi",Builder Floor,1124.0,15,3.9,"parking, gym, security, power backup",2018,6959000.0
Greater Noida West,Villa,1301.0,8,2.4,"lift, parking, park-facing, gym, security, club",2023,8189000.0
"Janakpuri, Delhi",Builder Floor,1063.0,19,2.7,"parking, park-facing, gym, club",2024,10919000.0
"Sector 15, Faridabad",Flat / Apartment,1944.0,13,2.3,"lift, parking",2019,6121000.0
"Rohini, Delhi",Builder Floor,1412.0,1,2.3,"park-facing, gym, power backup",2018,7542000.0
"Sector 62, Noida",Flat / Apartment,1155.0,0,1.4,lift,2024,7118000.0
"Mayur Vihar, Delhi",Independent House,1143.0,2,3.8,"lift, parking, gym, club",2018,9757000.0
"Vasant Kunj, Delhi",Flat / Apartment,1233.0,4,8.6,"lift, gym, security, club",2022,17779000.0
"Saket, Delhi",Flat / Apartment,2379.0,2,2.4,security,2018,26355000.0
"Sector 62, Noida",Flat / Apartment,707.0,19,1.0,club,2018,3079000.0
"Sector 56, Gurugram",Flat / Apartment,1787.0,17,4.4,"lift, gym, club",2023,15059000.0
"Mayur Vihar, Delhi",Flat / Apartment,1556.0,0,6.3,"lift, security, power backup",2019,10327000.0
"Rohini, Delhi",Builder Floor,1993.0,12,1.4,"gym, security",2021,10970000.0
"Mayur Vihar, Delhi",Independent House,1583.0,8,0.8,"lift, parking, gym, security",2022,16097000.0
"Sector 15, Faridabad",Independent House,1302.0,15,3.5,"parking, park-facing",2021,5813000.0
"Rohini, Delhi",Flat / Apartment,1759.0,17,2.4,"lift, park-facing, gym, security",2021,8853000.0
"Pitampura, Delhi",Flat / Apartment,1403.0,15,3.3,park-facing,2023,10144000.0
"Pitampura, Delhi",Flat / Apartment,1640.0,11,2.2,club,2021,9976000.0
Greater Noida West,Flat / Apartment,1943.0,1,1.9,"parking, security, club",2021,7472000.0
"Vasant Kunj, Delhi",Flat / Apartment,1342.0,23,1.0,"park-facing, gym, security",2023,16906000.0
"Pitampura, Delhi",Independent House,1109.0,23,3.0,"lift, parking, gym, power backup",2024,10953000.0
"Sector 62, Noida",Villa,1010.0,25,0.7,"lift, security, power backup",2018,6208000.0
"Rohini, Delhi",Flat / Apartment,1503.0,21,3.8,"security, club",2018,5885000.0
"Indirapuram, Ghaziabad",Independent House,905.0,9,3.6,"lift, park-facing, security, power backup",2018,4249000.0
"Indirapuram, Ghaziabad",Builder Floor,1143.0,20,2.9,"lift, security, club",2019,4657000.0
"Sector 62, Noida",Flat / Apartment,865.0,27,5.2,"parking, gym, security, power backup",2018,3552000.0
"Sector 56, Gurugram",Builder Floor,1529.0,1,1.7,lift,2023,16328000.0
"Sector 62, Noida",Flat / Apartment,962.0,15,1.7,park-facing,2021,5827000.0
"Indirapuram, Ghaziabad",Flat / Apartment,721.0,19,1.6,"gym, security, club",2024,3418000.0
Greater Noida West,Villa,800.0,29,2.5,"lift, park-facing, gym",2020,3119000.0
"Janakpuri, Delhi",Builder Floor,1043.0,15,2.0,"gym, club",2022,9684000.0
"Janakpuri, Delhi",Flat / Apartment,1084.0,26,1.6,parking,2021,7065000.0
"Sector 56, Gurugram",Flat / Apartment,1413.0,22,1.7,"parking, security",2020,9674000.0
"Saket, Delhi",Villa,1227.0,23,2.8,"lift, gym, security, power backup",2023,23361000.0
Greater Noida West,Flat / Apartment,1467.0,2,4.9,"lift, park-facing, power backup, club",2023,6613000.0
"Indirapuram, Ghaziabad",Independent House,1503.0,15,1.3,parking,2019,6711000.0
"Sector 56, Gurugram",Independent House,1633.0,22,0.2,"parking, security",2019,14618000.0
"Vasant Kunj, Delhi",Flat / Apartment,441.0,3,3.5,,2023,6844000.0
"Lajpat Nagar, Delhi",Builder Floor,793.0,28,1.0,"lift, parking, security",2021,7457000.0
"Janakpuri, Delhi",Builder Floor,1550.0,20,4.9,"park-facing, security, power backup, club",2021,11521000.0
"Sector 56, Gurugram",Independent House,1395.0,25,3.9,park-facing,2023,13502000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1740.0,18,4.1,"lift, club",2023,8006000.0
"Sector 56, Gurugram",Flat / Apartment,605.0,26,2.3,"parking, park-facing, power backup, club",2020,4355000.0
"Sector 15, Faridabad",Flat / Apartment,1086.0,27,4.7,"parking, gym, power backup",2022,3335000.0
"Sector 15, Faridabad",Builder Floor,1167.0,2,3.0,"lift, park-facing, gym, security",2023,6692000.0
"Sector 62, Noida",Independent House,1375.0,28,2.8,lift,2018,6522000.0
"Lajpat Nagar, Delhi",Independent House,1316.0,15,2.5,"lift, club",2022,15931000.0
"Mayur Vihar, Delhi",Builder Floor,1511.0,14,3.2,"parking, security",2021,11257000.0
"Janakpuri, Delhi",Flat / Apartment,1248.0,7,0.6,"parking, security, power backup, club",2024,13150000.0
"Sector 56, Gurugram",Flat / Apartment,1918.0,12,1.5,"parking, park-facing, power backup",2019,14615000.0
